year,company,cik,SIC,Item_1_ESG_Exposure,Item_1_ESG_Sentiment,Item_1A_ESG_Exposure,Item_1A_ESG_Sentiment,Item_7_ESG_Exposure,Item_7_ESG_Sentiment,Item_8_ESG_Exposure,Item_8_ESG_Sentiment,Overall_ESG_Exposure,Overall_ESG_Sentiment,cik_str
2020,ROBERT HALF INC.,315213,7363,0.0,0.0,0.0279329608938547,0.9709976553916932,0.0103092783505154,0.1533696254094441,0.0,0.0,0.0095605598110925,0.2810918202002843,0000315213
2021,ROBERT HALF INC.,315213,7363,0.0,0.0,0.0252525252525252,0.963613760471344,0.0044642857142857,-0.9400447607040404,0.0,0.0,0.0074292027417027,0.0058922499418258,0000315213
2022,ROBERT HALF INTERNATIONAL INC.,315213,7363,0.0,0.0,0.0607734806629834,0.8717890276827596,0.00418410041841,-0.9668530225753784,0.0,0.0,0.0162393952703483,-0.0237659987231547,0000315213
2023,ROBERT HALF INC.,315213,7363,0.0,0.0,0.0637254901960784,0.8106489824847534,0.0124481327800829,-0.181614284714063,0.0030864197530864,0.2231660187244415,0.0198150106823119,0.2130501791237829,0000315213
2018,CINTAS CORP,723254,7372,0.1052631578947368,0.026112325489521,0.1487603305785124,0.8209689714842372,0.0484140233722871,0.6157191092598027,0.0,0.0,0.075609377961384,0.3657001015583902,0000723254
2019,CINTAS CORP,723254,7372,0.0930232558139534,0.0329730436205863,0.1428571428571428,0.8160621946056684,0.0538720538720538,0.6373557597398758,0.0,0.0,0.0724381131357875,0.3715977494915327,0000723254
2020,CINTAS CORP,723254,7372,0.1636363636363636,0.0445293428169356,0.1317829457364341,0.8078470002202427,0.0765217391304347,0.4394417774270881,0.0,0.0,0.0929852621258081,0.3229545301160666,0000723254
2021,CINTAS CORP,723254,7372,0.1714285714285714,0.0713092644388477,0.176056338028169,0.695404902100563,0.095575221238938,0.4473551669399495,0.0,0.0,0.1107650326739196,0.30351733336984,0000723254
2022,CINTAS CORP,723254,7372,0.1827956989247312,0.0508572901873027,0.1875,0.6571323276945839,0.0889292196007259,0.4516333785592293,0.0156555772994129,0.4992075152695179,0.1187201239562175,0.4147076279276585,0000723254
2023,CINTAS CORP,723254,7372,0.1232492997198879,0.4165034884248267,0.0355555555555555,0.3156242575496435,0.0882852292020373,0.4009836067517216,0.0158415841584158,0.5330521576106548,0.0657329171589741,0.4165408775842116,0000723254
2018,VERIZON COMMUNICATIONS INC,732712,4813,0.0295454545454545,-0.094776316330983,0.06,0.5761686166127523,0.0,0.0,0.0,0.0,0.0223863636363636,0.1203480750704423,0000732712
2019,VERIZON COMMUNICATIONS INC,732712,4813,0.0150602409638554,0.3617998838424682,0.0636363636363636,0.6228633608136859,0.0,0.0,0.0,0.0,0.0196741511500547,0.2461658111640385,0000732712
2020,VERIZON COMMUNICATIONS INC,732712,4813,0.0031645569620253,0.9217262864112854,0.037037037037037,0.8040945827960968,0.0032733224222585,0.1343344151973724,0.0084656084656084,-0.3149581328034401,0.0129851312217323,0.3862992879003286,0000732712
2021,VERIZON COMMUNICATIONS INC,732712,4813,0.0064308681672025,0.9516707062721252,0.0566037735849056,0.7275060812632242,0.0063091482649842,0.0645772963762283,0.0117021276595744,-0.3225094296715476,0.0202614794191667,0.3553111635600075,0000732712
2022,VERIZON COMMUNICATIONS INC,732712,4813,0.0097402597402597,0.6630103588104248,0.0714285714285714,0.8071193032794528,0.0083333333333333,0.1014902082582314,0.015625,-0.3386607751250267,0.0262817911255411,0.3082397738057706,0000732712
2023,VERIZON COMMUNICATIONS INC,732712,4813,0.0112359550561797,0.3800940041740735,0.0851063829787234,0.8250148867567381,0.0032102728731942,0.2439140081405639,0.0158910329171396,-0.254206085311515,0.0288609109563092,0.2987042034399652,0000732712
2018,AT&T INC.,732717,4813,0.0,0.0,0.029940119760479,0.7707360088825226,0.0,0.0,0.0,0.0,0.0074850299401197,0.1926840022206306,0000732717
2019,AT&T INC.,732717,4813,0.0243161094224924,0.2851953627541661,0.0531914893617021,0.7695428530375162,0.0436363636363636,0.1493540408943469,0.0135214579659024,0.2331308884465176,0.0336663550966151,0.3593057862831367,0000732717
2020,AT&T INC.,732717,4813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000732717
2021,AT&T INC.,732717,4813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000732717
2022,AT&T INC.,732717,4813,0.005050505050505,0.0691043138504028,0.0833333333333333,0.91541482321918,0.033596837944664,0.1737572274663869,0.0118577075098814,0.1165834839145342,0.0334595959595959,0.318714962112626,0000732717
2023,AT&T INC.,732717,4813,0.0054347826086956,0.1881681084632873,0.0983606557377049,0.9112574491235944,0.0314606741573033,0.1710226208503757,0.0167130919220055,0.0955150915930668,0.0379923011064273,0.3414908175075811,0000732717
2018,"ROSS STORES, INC.",745732,5651,0.0,0.0,0.0892857142857142,0.90735302567482,0.0049751243781094,-0.4262050986289978,0.0031347962382445,0.2272618860006332,0.024348908725517,0.1771024532616138,0000745732
2019,"ROSS STORES, INC.",745732,5651,0.0,0.0,0.077720207253886,0.9090900162855784,0.0116731517509727,0.19663850714763,0.0027777777777777,0.8559314012527466,0.0230427841956591,0.4904149811714887,0000745732
2020,"ROSS STORES, INC.",745732,5651,0.0,0.0,0.0648148148148148,0.9073872842958997,0.0111940298507462,0.4595626493295033,0.0056338028169014,0.9073575735092164,0.0204106618706156,0.5685768767836548,0000745732
2021,"ROSS STORES, INC.",745732,5651,0.0,0.0,0.0710900473933649,0.8457526842753093,0.012396694214876,0.4560483197371165,0.003003003003003,0.8559315204620361,0.0216224361528109,0.5394331311186155,0000745732
2022,"ROSS STORES, INC.",745732,5651,0.0063694267515923,0.0330584496259689,0.083743842364532,0.912047282737844,0.024390243902439,0.6540481120347976,0.0033112582781456,0.8559315204620361,0.0294536928241772,0.6137713412151617,0000745732
2023,"ROSS STORES, INC.",745732,5651,0.0059523809523809,0.0330584496259689,0.0869565217391304,0.907977057620883,0.0301204819277108,0.7196545638144016,0.0035335689045936,0.8559315204620361,0.0316407383809539,0.6291553978808224,0000745732
2018,GARTNER INC,749251,8741,0.0109890109890109,-0.6727690100669861,0.0204081632653061,0.6993799388408661,0.0055710306406685,0.1824188074097037,0.0,0.0,0.0092420512237464,0.0522574340458959,0000749251
2019,GARTNER INC,749251,8741,0.0232558139534883,-0.5471596419811249,0.0200803212851405,0.699763172864914,0.006578947368421,0.1824188074097037,0.0,0.0,0.0124787706517624,0.0837555845733732,0000749251
2020,GARTNER INC,749251,8741,0.0085470085470085,0.0695427656173706,0.018796992481203,0.7019491255283355,0.0,0.0,0.0,0.0,0.0068360002570528,0.1928729727864265,0000749251
2021,GARTNER INC,749251,8741,0.0074074074074074,0.0695427656173706,0.0372881355932203,0.7185945598916574,0.0037174721189591,0.0496697351336479,0.0,0.0,0.0121032537798967,0.209451765160669,0000749251
2022,GARTNER INC,749251,8741,0.0147058823529411,0.0321487728506326,0.0415094339622641,0.7321903065524318,0.0074626865671641,-0.1842205300927162,0.0,0.0,0.0159195007205923,0.145029637327587,0000749251
2023,GARTNER INC,749251,8741,0.037593984962406,-0.1213177274912595,0.05859375,0.7073200342555841,0.0127118644067796,0.0677195911606152,0.0,0.0,0.0272248998422964,0.1634304744812349,0000749251
2018,NEXTERA ENERGY INC,753308,4911,0.5631399317406144,0.0638936223180005,0.4553415061295972,0.3061208311038522,0.3687872763419483,0.3009334860665779,0.2409240924092409,0.2502248795643517,0.4070482016553501,0.2302932047631955,0000753308
2019,NEXTERA ENERGY INC,753308,4911,0.6218181818181818,0.0562298096803545,0.4852398523985239,0.298026255909141,0.4008394543546694,0.2875362988658912,0.2444959443800695,0.2506219319893286,0.4380983582378612,0.2231035741111788,0000753308
2020,NEXTERA ENERGY INC,753308,4911,0.5017543859649123,0.0452007675035433,0.4074733096085409,0.3051272707962834,0.3292181069958848,0.2963409892399795,0.2052356020942408,0.2138555882764714,0.3609203511658947,0.2151311539540694,0000753308
2021,NEXTERA ENERGY INC,753308,4911,0.4832214765100671,0.0374165674956101,0.4118673647469459,0.3125354280711104,0.3350253807106599,0.3137717351938287,0.2071503680336487,0.2271234678851469,0.3593161475003305,0.222711799661424,0000753308
2022,NEXTERA ENERGY INC,753308,4911,0.5049180327868853,-0.0001445885191296,0.3369175627240143,0.7564531169197661,0.2297979797979798,0.2972901029983064,0.2387475538160469,0.2321065007479953,0.3275952822812316,0.3214262830367345,0000753308
2023,NEXTERA ENERGY INC,753308,4911,0.487719298245614,-0.0319988365894813,0.3409090909090909,0.7794171535306507,0.2248677248677248,0.2899961329996586,0.2302839116719243,0.1976266087258243,0.3209450064235885,0.308760264666663,0000753308
2018,BEST BUY CO INC,764478,5731,0.0779220779220779,-0.3320905771106481,0.0485436893203883,0.8363976642489434,0.0057581573896353,-0.2830677653352419,0.0056022408963585,-0.0435998197644948,0.034456541382115,0.0444098755096395,0000764478
2019,BEST BUY CO INC,764478,5731,0.1118012422360248,-0.3555760886520147,0.05720823798627,0.767118970155716,0.0325732899022801,0.0271757192909717,0.0052493438320209,0.3191029007236163,0.0517080284891489,0.1894553753795723,0000764478
2020,BEST BUY CO INC,764478,5731,0.0914285714285714,-0.2680853470228612,0.0440881763527054,0.8962185396389528,0.0086355785837651,0.605683171749115,0.0071813285457809,0.2031033970415592,0.0378334137277057,0.3592299403516914,0000764478
2021,BEST BUY CO INC,764478,5731,0.17,-0.3655158576062497,0.0640776699029126,0.8826838533083597,0.0036429872495446,0.8699255585670471,0.0056444026340545,-0.0707918306191762,0.0608412649466279,0.3290754309124952,0000764478
2022,BEST BUY CO INC,764478,5731,0.160377358490566,-0.3162198766846867,0.0796812749003984,0.7151646784506738,0.0076923076923076,-0.0216194987297058,0.0040160642570281,0.3101373091340065,0.062941751335075,0.1718656530425719,0000764478
2023,BEST BUY CO INC,764478,5731,0.1458333333333333,-0.324369203299284,0.0923694779116465,0.7537173945456743,0.0041322314049586,0.8699255585670471,0.0363036303630363,0.3436477373523468,0.0696596682532437,0.410730371791446,0000764478
2018,PINNACLE WEST CAPITAL CORP,764622,4911,0.525830258302583,0.1215145732227124,0.47265625,0.5418159042231061,0.2626262626262626,0.0673968502535269,0.0,0.0,0.3152781927322114,0.1826818319248364,0000764622
2019,PINNACLE WEST CAPITAL CORP,764622,4911,0.5972222222222222,0.0917142902646349,0.4781021897810219,0.5662381323552086,0.6666666666666666,-0.0513374246656894,0.0,0.0,0.4354977696674776,0.1516537494885385,0000764622
2020,PINNACLE WEST CAPITAL CORP,764622,4911,0.5053956834532374,0.0742271999990918,0.4119601328903654,0.4914261361193512,0.2923728813559322,-0.0830953162487434,0.0,0.0,0.3024321744248838,0.1206395049674249,0000764622
2021,PINNACLE WEST CAPITAL CORP,764622,4911,0.4922279792746113,0.0669337376298611,0.4098360655737705,0.492306305065751,0.3086642599277978,-0.1237485743296599,0.2857142857142857,0.3134862370789051,0.3741106476226163,0.1872444263612143,0000764622
2022,PINNACLE WEST CAPITAL CORP,764622,4911,0.5008,0.0795227791995,0.4046052631578947,0.4973064436599975,0.0,0.0,0.1782693558880937,0.2393116361196458,0.2709186547614971,0.2040352147447858,0000764622
2023,PINNACLE WEST CAPITAL CORP,764622,4911,0.4990990990990991,0.0872269591067779,0.4077669902912621,0.5318759457755183,0.0,0.0,0.1911663216011042,0.2308599079491752,0.2745081027478663,0.2124907032078679,0000764622
2018,"WEC ENERGY GROUP, INC.",783325,4931,1.0,-0.064391478896141,1.0,-0.064391478896141,1.0,-0.0707745179533958,0.0,0.0,0.75,-0.0498893689364194,0000783325
2019,"WEC ENERGY GROUP, INC.",783325,4931,1.0,-0.0404310412704944,1.0,-0.0404310412704944,1.0,0.128263235092163,0.0,0.0,0.75,0.0118502881377935,0000783325
2020,"WEC ENERGY GROUP, INC.",783325,4931,0.5409090909090909,0.0334504959056106,0.49667994687915,0.170372721734133,0.0,0.0,0.2292161520190023,0.081765073390166,0.3167012974518108,0.0713970727574774,0000783325
2021,"WEC ENERGY GROUP, INC.",783325,4931,0.555327868852459,0.0242590023775162,0.5245508982035928,0.1884873771793357,1.0,0.1021576523780822,0.2491207502930832,0.113727586063392,0.5822498793372838,0.1071579044995815,0000783325
2022,"WEC ENERGY GROUP, INC.",783325,4931,0.5581395348837209,0.0287571628319306,0.4945652173913043,0.4332203037299952,0.3224679860302678,0.0359897094271028,0.2581796549672814,0.1079730832399929,0.4083380983181436,0.1514850648072554,0000783325
2023,"WEC ENERGY GROUP, INC.",783325,4931,0.5512295081967213,0.0366420066572698,0.4846938775510204,0.4298974998295307,0.3206018518518518,0.0417967416103996,0.2602739726027397,0.1182486297694851,0.4041998025505833,0.1566462194666713,0000783325
2018,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3157894736842105,0.0017677305473221,0.5714285714285714,0.5694666765630245,0.6081504702194357,0.0363702898480228,0.5603448275862069,-0.0417917043543778,0.5139283357296061,0.1414532481509979,0000788784
2019,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3448275862068966,0.02233162894845,0.0,0.0,0.3133159268929504,0.0299995863965402,0.5714285714285714,-0.1152683971997569,0.3073930211321046,-0.0157342954636916,0000788784
2020,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3261538461538461,0.2555840842179813,0.0,0.0,0.2549450549450549,0.0618789696680574,0.4090909090909091,-0.0461721610691812,0.2475474525474525,0.0678227232042144,0000788784
2021,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3856655290102389,0.4043523311219384,1.0,0.9848950505256652,0.3191489361702128,0.0303111768389741,0.3513513513513513,0.1929806860593649,0.5140414541329508,0.4031348111364856,0000788784
2022,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3675799086757991,0.0532057535435472,0.391812865497076,0.5001602410269317,0.3013392857142857,0.0819641781349976,0.2118402282453637,0.2158909671836429,0.3181430720331311,0.2128052849722798,0000788784
2023,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.4081632653061224,0.1283124441280961,0.4174174174174174,0.5090366944992285,0.2958115183246073,0.0741315534816379,0.2161263507896924,0.2030793734754507,0.3343796379594599,0.2286400163961033,0000788784
2018,ADOBE INC.,796343,7372,0.0046403712296983,-0.7557004988193512,0.0406779661016949,0.7821895380814871,0.0134168157423971,0.5887318770090739,0.0074626865671641,0.2108066331595182,0.0165494599102386,0.206506887357682,0000796343
2019,ADOBE INC.,796343,7372,0.0126315789473684,-0.5907486577828726,0.0419354838709677,0.7819470717356756,0.0184210526315789,0.4061911347366514,0.0099857346647646,0.1973996292799711,0.0207434625286699,0.1986972944923564,0000796343
2020,ADOBE INC.,796343,7372,0.0044345898004434,-0.2398271337151527,0.0405797101449275,0.7943394418273654,0.0155038759689922,0.6467000055644248,0.0087976539589442,0.2838125796988606,0.0173289574683268,0.3712562233438745,0000796343
2021,ADOBE INC.,796343,7372,0.0029761904761904,-0.7701334953308105,0.0409356725146198,0.7959735372236797,0.0154162384378211,0.6915664215882619,0.0056710775047258,0.4237042888998985,0.0162497947333393,0.2852776880952574,0000796343
2022,ADOBE INC.,796343,7372,0.0049504950495049,0.0182360410690307,0.0445859872611464,0.7858632121767316,0.0,0.0,0.0035273368606701,0.4873586483299732,0.0132659547928304,0.3228644753939339,0000796343
2023,ADOBE INC.,796343,7372,0.0048426150121065,0.0348578691482543,0.0307692307692307,0.9494395032525064,0.0043478260869565,-0.4067029654979706,0.003584229390681,0.4873586483299732,0.0108859753147437,0.2662382638081908,0000796343
2018,CADENCE DESIGN SYSTEMS INC,813672,7372,0.0467289719626168,-0.281372757256031,0.0261627906976744,0.726581097063091,0.0147058823529411,-0.0547368973493576,0.0,0.0,0.0218994112533081,0.0976178606144256,0000813672
2019,CADENCE DESIGN SYSTEMS INC,813672,7372,0.0566037735849056,-0.2711632971962293,0.0228571428571428,0.7052070875652134,0.0,0.0,0.0,0.0,0.0198652291105121,0.108510947592246,0000813672
2020,CADENCE DESIGN SYSTEMS INC,813672,7372,0.02734375,-0.125252127913492,0.0201729106628242,0.8489121305091041,0.0,0.0,0.0,0.0,0.011879165165706,0.180915000648903,0000813672
2021,CADENCE DESIGN SYSTEMS INC,813672,7372,0.0389105058365758,-0.228596201352775,0.0277777777777777,0.8856043890118599,0.0078431372549019,-0.3791499957442283,0.0,0.0,0.0186328552173139,0.0694645479787141,0000813672
2022,CADENCE DESIGN SYSTEMS INC,813672,7372,0.0471014492753623,-0.1773203190129537,0.0268817204301075,0.8837539911270141,0.007168458781362,0.0188734978437423,0.0,0.0,0.0202879071217079,0.1813267924894507,0000813672
2023,CADENCE DESIGN SYSTEMS INC,813672,7372,0.0468227424749163,-0.1815819240042141,0.044041450777202,0.6976850498467684,0.0112359550561797,0.0828645626703898,0.0,0.0,0.0255250370770745,0.149741922128236,0000813672
2018,DENTSPLY SIRONA Inc.,818479,3843,0.0652173913043478,0.4046339883158604,0.066006600660066,0.6007787387818098,0.0,0.0,0.0,0.0,0.0328059979911034,0.2513531817744175,0000818479
2019,DENTSPLY SIRONA Inc.,818479,3843,0.0726256983240223,0.3738675272235504,0.0681818181818181,0.596261627262547,0.0,0.0,0.0093457943925233,0.2842816794291138,0.0375383277245909,0.3136027084788028,0000818479
2020,DENTSPLY SIRONA Inc.,818479,3843,0.064516129032258,0.4128435945936611,0.0616246498599439,0.675881735641848,0.0,0.0,0.0072202166064981,0.275919733569026,0.033340248874675,0.3411612659511338,0000818479
2021,DENTSPLY SIRONA Inc.,818479,3843,0.0234741784037558,0.1494932234287262,0.0549132947976878,0.796886931908758,0.0,0.0,0.0053835800807537,0.1359187001362443,0.0209427633205493,0.2705747138684321,0000818479
2022,DENTSPLY SIRONA Inc.,818479,3843,0.0137614678899082,0.3523701032002767,0.0670995670995671,0.725237080406758,0.0098684210526315,0.5951438248157501,0.0012642225031605,0.1606687605381012,0.0229984196363168,0.4583549422402215,0000818479
2023,DENTSPLY SIRONA Inc.,818479,3843,0.0175438596491228,0.5081094354391098,0.0709677419354838,0.6965378740181526,0.0144927536231884,0.5464996606111526,0.0,0.0,0.0257510888019487,0.4377867425171038,0000818479
2018,AMPHENOL CORP /DE/,820313,3678,0.07168458781362,-0.0669062875211238,0.0534591194968553,0.7281965192626504,0.0184237461617195,0.1891434035367435,0.0145985401459854,0.3762793679806319,0.039541498404545,0.3066782508147255,0000820313
2019,AMPHENOL CORP /DE/,820313,3678,0.0688705234159779,0.1481457704305648,0.04642166344294,0.7778705283999443,0.0118343195266272,0.4878790220245719,0.0120697362539114,0.5200362241378537,0.0347990606598641,0.4834828862482336,0000820313
2020,AMPHENOL CORP /DE/,820313,3678,0.0529531568228105,0.297670725446481,0.0517529215358931,0.7564943480876184,0.0175913396481732,0.2842658732372981,0.0180604632901452,0.5065622170982154,0.0350894703242555,0.4612482909674032,0000820313
2021,AMPHENOL CORP /DE/,820313,3678,0.0838815789473684,0.0723471282159581,0.1041009463722397,0.6844281125813723,0.0115606936416184,0.0059710658258861,0.0127134035597529,0.512425406915801,0.0530641556302449,0.3187929283847543,0000820313
2022,AMPHENOL CORP /DE/,820313,3678,0.0977777777777777,0.1309326805851676,0.1,0.7966649922586623,0.0141843971631205,0.1100889965891838,0.0151351351351351,0.4344381304191692,0.0567743275190083,0.3680311999630457,0000820313
2023,AMPHENOL CORP /DE/,820313,3678,0.125,0.0678328912084301,0.1040723981900452,0.7532278066096099,0.0133333333333333,0.2567233485834939,0.0109769484083424,0.354137547314167,0.0633456699829302,0.3579803984289252,0000820313
2018,MICROCHIP TECHNOLOGY INC,827054,3674,0.4444444444444444,-0.3405180927366018,0.0763888888888889,0.7281946832822128,0.2857142857142857,-0.3405180927366018,0.0,0.0,0.2016369047619047,0.0117896244522522,0000827054
2019,MICROCHIP TECHNOLOGY INC,827054,3674,0.375,-0.3461743866403897,0.0688172043010752,0.7446315460256301,0.3,-0.3461743866403897,0.0,0.0,0.1859543010752688,0.0130706931862126,0000827054
2020,MICROCHIP TECHNOLOGY INC,827054,3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000827054
2021,MICROCHIP TECHNOLOGY INC,827054,3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000827054
2022,MICROCHIP TECHNOLOGY INC,827054,3674,0.0494505494505494,0.2004328502549065,0.0581818181818181,0.6261551330098882,0.0031446540880503,0.0626142621040344,0.0,0.0,0.0276942554301044,0.2223005613422073,0000827054
2023,MICROCHIP TECHNOLOGY INC,827054,3674,0.0621468926553672,0.2170481837608597,0.0694006309148265,0.639382569711994,0.0,0.0,0.0,0.0,0.0328868808925484,0.2141076883682134,0000827054
2018,TRIMBLE INC.,864749,3829,0.1439114391143911,-0.3423503658328301,0.0329670329670329,0.6402466727627648,0.0434782608695652,-0.2660643939161673,0.0183150183150183,-0.0570336695760488,0.0596679378165019,-0.0063004391405703,0000864749
2019,TRIMBLE INC.,864749,3829,0.1264367816091954,-0.3399175336640893,0.0303030303030303,0.6402466727627648,0.1020408163265306,-0.2939506262540817,0.0225733634311512,-0.0616054685786366,0.0703384979174769,-0.0138067389335107,0000864749
2020,TRIMBLE INC.,864749,3829,0.060931899641577,-0.4560412407359656,0.0246478873239436,0.8919361744608197,0.3333333333333333,0.011001668870449,0.0,0.0,0.1047282800747135,0.1117241506488257,0000864749
2021,TRIMBLE INC.,864749,3829,0.1077844311377245,-0.4099907501497202,0.0,0.0,0.3333333333333333,0.011001668870449,0.0,0.0,0.1102794411177644,-0.0997472703198178,0000864749
2022,TRIMBLE INC.,864749,3829,0.0,0.0,0.0553846153846153,0.6393504228649868,0.0166666666666666,-0.1963546097278595,0.0098814229249011,-0.1003413654863834,0.0204831762440458,0.0856636119126859,0000864749
2023,TRIMBLE INC.,864749,3829,0.0,0.0,0.0590163934426229,0.644527288671169,0.0299625468164794,-0.1573473275639116,0.0074766355140186,0.1129889385774731,0.0241138939432802,0.1500422249211826,0000864749
2018,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0119047619047619,0.5782077133655548,0.0165662650602409,0.716686484488574,0.0121863799283154,0.6844226323506412,0.0,0.0,0.0101643517233295,0.4948292075511925,0000872589
2019,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0100250626566416,0.5553843751549721,0.0141509433962264,0.7838410569561852,0.0101483216237314,0.7138508604123042,0.0,0.0,0.0085810819191498,0.5132690731308653,0000872589
2020,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0083612040133779,0.2633564382791519,0.0099378881987577,0.7320274095982313,0.0,0.0,0.0,0.0,0.0045747730530339,0.2488459619693458,0000872589
2021,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0084033613445378,0.3583349615335464,0.0109090909090909,0.7583297789096832,0.0,0.0,0.0,0.0,0.0048281130634071,0.2791661851108074,0000872589
2022,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0089020771513353,0.3453920061389605,0.0119760479041916,0.6930726140737533,0.0028328611898017,0.2138929516077041,0.0,0.0,0.0059277465613321,0.3130893929551045,0000872589
2023,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0150501672240802,0.2205233044094509,0.0118421052631578,0.7940480940871768,0.0034843205574912,0.2138929516077041,0.0,0.0,0.0075941482611823,0.307116087526083,0000872589
2018,AES CORP,874761,4911,0.8461538461538461,0.0630784495310349,0.8095238095238095,0.3772934955709121,0.1497659906396256,0.1944194427536179,0.0,0.0,0.4513609115793203,0.1586978469638912,0000874761
2019,AES CORP,874761,4911,0.5995670995670995,0.0330427379552476,0.5108924806746311,0.1314839466309695,0.0,0.0,0.0,0.0,0.2776148950604327,0.0411316711465542,0000874761
2020,AES CORP,874761,4911,0.4613034623217922,-0.0110037295193006,0.4120567375886524,0.0978173611817076,0.0,0.0,0.0,0.0,0.2183400499776112,0.0217034079156017,0000874761
2021,AES CORP,874761,4911,0.4505703422053232,-0.0416759236711804,0.4080808080808081,0.0711815192275019,0.0,0.0,0.0,0.0,0.2146627875715328,0.0073763988890803,0000874761
2022,AES CORP,874761,4911,0.4694063926940639,-0.0642841587546154,0.321078431372549,0.4989141024478519,0.1799709724238026,0.0952160529071284,0.1407837445573294,0.0717250013666361,0.2778098852619362,0.1503927494917503,0000874761
2023,AES CORP,874761,4911,0.4868173258003766,-0.0707550567234334,0.3451776649746192,0.4714181933771161,0.2155963302752293,0.1298288061210872,0.1932952924393723,0.0053077901668874,0.3102216533723994,0.1339499332354143,0000874761
2018,BIOGEN INC.,875045,2836,0.0178571428571428,0.0288165286183357,0.0174418604651162,0.0288165286183357,0.0,0.0,0.0,0.0,0.0088247508305647,0.0144082643091678,0000875045
2019,BIOGEN INC.,875045,2836,0.0065359477124183,-0.102962926030159,0.0063694267515923,-0.102962926030159,0.0,0.0,0.0,0.0,0.0032263436160026,-0.0514814630150795,0000875045
2020,BIOGEN INC.,875045,2836,0.0,0.0,0.0336134453781512,-0.3307136371731758,0.0,0.0,0.0,0.0,0.0084033613445378,-0.0826784092932939,0000875045
2021,BIOGEN INC.,875045,2836,0.0,0.0,0.0287769784172661,-0.3878261391073465,0.0,0.0,0.0,0.0,0.0071942446043165,-0.0969565347768366,0000875045
2022,BIOGEN INC.,875045,2836,0.0,0.0,0.0015408320493066,0.4602407813072204,0.0013908205841446,0.4602407813072204,0.0,0.0,0.0007329131583628,0.2301203906536102,0000875045
2023,BIOGEN INC.,875045,2836,0.0098765432098765,0.1703821117989719,0.0048309178743961,0.4602407813072204,0.0078740157480314,0.2283538695424795,0.0,0.0,0.005645369208076,0.2147441906621679,0000875045
2018,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.1124121779859484,0.1721801630919799,0.1011673151750972,0.7847000647049683,0.037199124726477,0.3433283273788059,0.0,0.0,0.0626946544718806,0.3250521387939385,0000884887
2019,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.1173469387755102,0.1274520281864249,0.1090225563909774,0.7776820721297428,0.0459183673469387,0.2188104978866047,0.0352941176470588,0.2108254065116246,0.0768954950401213,0.3336925011785993,0000884887
2020,ROYAL CARIBBEAN CRUISES LTD,884887,4724,0.0856573705179282,0.2650644505439802,0.0555555555555555,0.773847496137023,0.0295652173913043,0.3201732955434743,0.023372287145242,0.3333384921508176,0.0485376076525075,0.4231059335938238,0000884887
2021,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.0,0.0,0.0862884160756501,0.3947083996736432,0.0525087514585764,0.6052411235868931,0.0570547417116422,0.4911067363730556,0.0489629773114672,0.372764064908398,0000884887
2022,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.1415313225058004,0.0450740443756345,0.0919540229885057,0.6707135302131064,0.0287769784172661,0.1052561479931076,0.0,0.0,0.0655655809778931,0.2052609306454621,0000884887
2023,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.15,0.0878333028346773,0.093655589123867,0.6607165989135543,0.0261282660332541,0.173954230140556,0.0,0.0,0.0674459637892803,0.2306260329721969,0000884887
2018,BOSTON SCIENTIFIC CORP,885725,3841,0.0691823899371069,0.0242899883199821,0.0278637770897832,0.532654701007737,0.0154083204930662,0.5104072645306588,0.0179989412387506,0.3025303010774009,0.0326133571896767,0.3424705637339447,0000885725
2019,BOSTON SCIENTIFIC CORP,885725,3841,0.0595611285266457,0.0528560884689029,0.025,0.7156357457861304,0.0127840909090909,0.6719815755883852,0.0050200803212851,0.3850536823272705,0.0255913249392554,0.4563817730426723,0000885725
2020,BOSTON SCIENTIFIC CORP,885725,3841,0.0756756756756756,-0.1329939173800604,0.0233236151603498,0.5772947948426008,0.0034482758620689,0.3430114090442657,0.0152129817444219,0.0638487826411922,0.029415137110629,0.2127902672869996,0000885725
