Company;;ISIN;SIC Industry Name;SIC Industry Code;Update Date;ESG Score;;;;;;;;;;;;
Ross Stores, Inc.;ROST.O;NULL;NULL;NULL;02/02/2019;50,37056393;;;;;;;;;;;;
Ross Stores, Inc.;ROST.O;NULL;NULL;NULL;03/02/2018;49,63014035;;;;;;;;;;;;
Royal Caribbean Group;RCL;LR0008862868;NULL;4481;31/12/2023;68,84228481;;;;;;;;;;;;
Royal Caribbean Group;RCL;NULL;NULL;NULL;31/12/2022;70,84298409;;;;;;;;;;;;
Royal Caribbean Group;RCL;NULL;NULL;NULL;31/12/2021;69,88651438;;;;;;;;;;;;
Royal Caribbean Group;RCL;NULL;NULL;NULL;31/12/2020;65,63879587;;;;;;;;;;;;
Royal Caribbean Group;RCL;NULL;NULL;NULL;31/12/2019;71,73005961;;;;;;;;;;;;
Royal Caribbean Group;RCL;NULL;NULL;NULL;31/12/2018;72,0465213;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;US9130171096;Aircraft Engines and Engine Parts;3724;31/12/2023;70,65030376;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;US75513E1010;NULL;NULL;31/12/2022;74,15935946;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;NULL;NULL;NULL;31/12/2021;65,05514472;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;NULL;NULL;NULL;31/12/2020;64,92062938;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;NULL;NULL;NULL;31/12/2019;70,4647321;;;;;;;;;;;;
RTX Corporation (formerly Raytheon Technologies);RTX;NULL;NULL;NULL;31/12/2018;74,21077362;;;;;;;;;;;;
Salesforce, Inc.;CRM;US79466L3024;Prepackaged Software;7372;31/01/2023;64,98111154;;;;;;;;;;;;
Salesforce, Inc.;CRM;NULL;NULL;NULL;31/01/2022;61,44545427;;;;;;;;;;;;
Salesforce, Inc.;CRM;NULL;NULL;NULL;31/01/2021;62,84964329;;;;;;;;;;;;
Salesforce, Inc.;CRM;NULL;NULL;NULL;31/01/2020;64,80793361;;;;;;;;;;;;
Salesforce, Inc.;CRM;NULL;NULL;NULL;31/01/2019;60,87859694;;;;;;;;;;;;
Salesforce, Inc.;CRM;NULL;NULL;NULL;31/01/2018;72,8741874;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;US78410G1040;Real Estate Investment Trusts;6798;31/12/2023;68,27726295;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;NULL;NULL;NULL;31/12/2022;64,44596572;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;NULL;NULL;NULL;31/12/2021;59,85794431;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;NULL;NULL;NULL;31/12/2020;57,99928964;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;NULL;NULL;NULL;31/12/2019;55,99552923;;;;;;;;;;;;
SBA Communications Corporation;SBAC.O;NULL;NULL;NULL;31/12/2018;48,34740533;;;;;;;;;;;;
Schlumberger Limited;SLB;AN8068571086;Oil and Gas Field Services, Not Elsewhere Classified;1389;31/12/2023;74,15197227;;;;;;;;;;;;
Schlumberger Limited;SLB;NULL;NULL;NULL;31/12/2022;76,13671991;;;;;;;;;;;;
Schlumberger Limited;SLB;NULL;NULL;NULL;31/12/2021;77,34350891;;;;;;;;;;;;
Schlumberger Limited;SLB;NULL;NULL;NULL;31/12/2020;70,91517078;;;;;;;;;;;;
Schlumberger Limited;SLB;NULL;NULL;NULL;31/12/2019;71,37368122;;;;;;;;;;;;
Schlumberger Limited;SLB;NULL;NULL;NULL;31/12/2018;71,20716585;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;IE00B58JVZ52;Computer Storage Devices;3572;30/06/2023;57,62932626;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;IE00BKVD2N49;NULL;NULL;01/07/2022;56,097704;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;NULL;NULL;NULL;02/07/2021;53,70100786;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;NULL;NULL;NULL;03/07/2020;58,46736679;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;NULL;NULL;NULL;28/06/2019;56,9142895;;;;;;;;;;;;
Seagate Technology Holdings plc;STX.O;NULL;NULL;NULL;29/06/2018;55,83133584;;;;;;;;;;;;
Sealed Air Corporation;SEE;US81211K1007;NULL;7996;31/12/2023;64,18550033;;;;;;;;;;;;
Sealed Air Corporation;SEE;NULL;NULL;NULL;31/12/2022;63,87212259;;;;;;;;;;;;
Sealed Air Corporation;SEE;NULL;NULL;NULL;31/12/2021;60,12417586;;;;;;;;;;;;
Sealed Air Corporation;SEE;NULL;NULL;NULL;31/12/2020;58,26781149;;;;;;;;;;;;
Sealed Air Corporation;SEE;NULL;NULL;NULL;31/12/2019;47,73514891;;;;;;;;;;;;
Sealed Air Corporation;SEE;NULL;NULL;NULL;31/12/2018;45,34396705;;;;;;;;;;;;
Sempra;SRE;US8168511090;Gas and Other Services Combined;4932;31/12/2023;76,22634974;;;;;;;;;;;;
Sempra;SRE;NULL;NULL;NULL;31/12/2022;69,59908714;;;;;;;;;;;;
Sempra;SRE;NULL;NULL;NULL;31/12/2021;75,19439104;;;;;;;;;;;;
Sempra;SRE;NULL;NULL;NULL;31/12/2020;76,52859704;;;;;;;;;;;;
Sempra;SRE;NULL;NULL;NULL;31/12/2019;73,27774358;;;;;;;;;;;;
Sempra;SRE;NULL;NULL;NULL;31/12/2018;77,3689077;;;;;;;;;;;;
ServiceNow, Inc.;NOW;US81762P1021;Prepackaged Software;7372;31/12/2023;70,90039088;;;;;;;;;;;;
ServiceNow, Inc.;NOW;NULL;NULL;NULL;31/12/2022;64,2938991;;;;;;;;;;;;
ServiceNow, Inc.;NOW;NULL;NULL;NULL;31/12/2021;58,78513272;;;;;;;;;;;;
ServiceNow, Inc.;NOW;NULL;NULL;NULL;31/12/2020;50,921801;;;;;;;;;;;;
ServiceNow, Inc.;NOW;NULL;NULL;NULL;31/12/2019;35,60674688;;;;;;;;;;;;
ServiceNow, Inc.;NOW;NULL;NULL;NULL;31/12/2018;28,62547518;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;US8243481061;NULL;2851;31/12/2023;65,77235096;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;NULL;NULL;NULL;31/12/2022;71,17809615;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;NULL;NULL;NULL;31/12/2021;74,83881679;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;NULL;NULL;NULL;31/12/2020;75,97941488;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;NULL;NULL;NULL;31/12/2019;74,8766092;;;;;;;;;;;;
The Sherwin-Williams Company;SHW;NULL;NULL;NULL;31/12/2018;66,5376056;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;US8288061091;Real Estate Investment Trusts;6798;31/12/2023;64,05770759;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;NULL;NULL;NULL;31/12/2022;59,49708159;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;NULL;NULL;NULL;31/12/2021;66,15993695;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;NULL;NULL;NULL;31/12/2020;68,73919068;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;NULL;NULL;NULL;31/12/2019;67,52191776;;;;;;;;;;;;
Simon Property Group, Inc.;SPG;NULL;NULL;NULL;31/12/2018;65,0644794;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;US83088M1027;Semiconductors and Related Devices;3674;29/09/2023;57,83084478;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;NULL;NULL;NULL;30/09/2022;57,78916792;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;NULL;NULL;NULL;01/10/2021;50,92807429;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;NULL;NULL;NULL;02/10/2020;49,12407978;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;NULL;NULL;NULL;27/09/2019;54,11275302;;;;;;;;;;;;
Skyworks Solutions, Inc.;SWKS.O;NULL;NULL;NULL;28/09/2018;56,32797877;;;;;;;;;;;;
A. O. Smith Corporation;AOS;US8318652091;NULL;3430;31/12/2023;52,58738151;;;;;;;;;;;;
A. O. Smith Corporation;AOS;NULL;NULL;NULL;31/12/2022;54,26191699;;;;;;;;;;;;
A. O. Smith Corporation;AOS;NULL;NULL;NULL;31/12/2021;53,42235786;;;;;;;;;;;;
A. O. Smith Corporation;AOS;NULL;NULL;NULL;31/12/2020;52,1281523;;;;;;;;;;;;
A. O. Smith Corporation;AOS;NULL;NULL;NULL;31/12/2019;52,01938963;;;;;;;;;;;;
A. O. Smith Corporation;AOS;NULL;NULL;NULL;31/12/2018;41,35744652;;;;;;;;;;;;
Snap-on Incorporated;SNA;US8330341012;NULL;3423;30/12/2023;46,74103534;;;;;;;;;;;;
Snap-on Incorporated;SNA;NULL;NULL;NULL;31/12/2022;50,17799123;;;;;;;;;;;;
Snap-on Incorporated;SNA;NULL;NULL;NULL;01/01/2022;45,34633407;;;;;;;;;;;;
Snap-on Incorporated;SNA;NULL;NULL;NULL;02/01/2021;37,86111497;;;;;;;;;;;;
Snap-on Incorporated;SNA;NULL;NULL;NULL;28/12/2019;38,63248661;;;;;;;;;;;;
Snap-on Incorporated;SNA;NULL;NULL;NULL;29/12/2018;39,74234738;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;US83417M1045;Semiconductors and Related Devices;3674;31/12/2023;73,19449819;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;NULL;NULL;NULL;31/12/2022;71,77275831;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;NULL;NULL;NULL;31/12/2021;72,30473134;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;NULL;NULL;NULL;31/12/2020;68,17337894;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;NULL;NULL;NULL;31/12/2019;65,13578191;;;;;;;;;;;;
SolarEdge Technologies, Inc.;SEDG.O;NULL;NULL;NULL;31/12/2018;48,87125925;;;;;;;;;;;;
The Southern Company;SO;US8425871071;Electric Services;4911;31/12/2023;67,64614998;;;;;;;;;;;;
The Southern Company;SO;NULL;NULL;NULL;31/12/2022;61,96873326;;;;;;;;;;;;
The Southern Company;SO;NULL;NULL;NULL;31/12/2021;62,88156969;;;;;;;;;;;;
The Southern Company;SO;NULL;NULL;NULL;31/12/2020;66,91425414;;;;;;;;;;;;
The Southern Company;SO;NULL;NULL;NULL;31/12/2019;64,24580767;;;;;;;;;;;;
The Southern Company;SO;NULL;NULL;NULL;31/12/2018;61,43445253;;;;;;;;;;;;
Southwest Airlines Co.;LUV;US8447411088;Air Transportation, Scheduled;4512;31/12/2023;76,67547697;;;;;;;;;;;;
Southwest Airlines Co.;LUV;NULL;NULL;NULL;31/12/2022;74,29277661;;;;;;;;;;;;
Southwest Airlines Co.;LUV;NULL;NULL;NULL;31/12/2021;65,47931315;;;;;;;;;;;;
Southwest Airlines Co.;LUV;NULL;NULL;NULL;31/12/2020;64,17301468;;;;;;;;;;;;
Southwest Airlines Co.;LUV;NULL;NULL;NULL;31/12/2019;65,49673978;;;;;;;;;;;;
Southwest Airlines Co.;LUV;NULL;NULL;NULL;31/12/2018;69,55469132;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;US8545021011;NULL;3423;30/12/2023;73,87332034;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;NULL;NULL;NULL;31/12/2022;71,65955283;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;NULL;NULL;NULL;01/01/2022;80,35457575;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;NULL;NULL;NULL;02/01/2021;73,6370827;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;NULL;NULL;NULL;28/12/2019;73,62465579;;;;;;;;;;;;
Stanley Black & Decker, Inc.;SWK;NULL;NULL;NULL;29/12/2018;64,99599764;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;US8552441094;NULL;5812;01/10/2023;74,84054824;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;NULL;NULL;NULL;02/10/2022;73,76830164;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;NULL;NULL;NULL;03/10/2021;67,92327209;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;NULL;NULL;NULL;27/09/2020;67,49877142;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;NULL;NULL;NULL;29/09/2019;63,75069511;;;;;;;;;;;;
Starbucks Corporation;SBUX.O;NULL;NULL;NULL;30/09/2018;62,95727951;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;US8581191009;Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills;3312;31/12/2023;66,73954703;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;NULL;NULL;NULL;31/12/2022;59,49139909;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;NULL;NULL;NULL;31/12/2021;58,03188806;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;NULL;NULL;NULL;31/12/2020;55,22413019;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;NULL;NULL;NULL;31/12/2019;57,81963041;;;;;;;;;;;;
Steel Dynamics, Inc.;STLD.O;NULL;NULL;NULL;31/12/2018;49,25862699;;;;;;;;;;;;
STERIS plc;STE;GB00BVVBC028;Orthopedic, Prosthetic, and Surgical Appliances and Supplies;3842;31/03/2023;56,89539502;;;;;;;;;;;;
STERIS plc;STE;IE00BFY8C754;NULL;NULL;31/03/2022;56,12076728;;;;;;;;;;;;
STERIS plc;STE;NULL;NULL;NULL;31/03/2021;53,4542295;;;;;;;;;;;;
STERIS plc;STE;NULL;NULL;NULL;31/03/2020;47,14262999;;;;;;;;;;;;
STERIS plc;STE;NULL;NULL;NULL;31/03/2019;45,78938136;;;;;;;;;;;;
STERIS plc;STE;NULL;NULL;NULL;31/03/2018;38,00547704;;;;;;;;;;;;
Stryker Corporation;SYK;US8636671013;Surgical and Medical Instruments and Apparatus;3841;31/12/2023;74,20145878;;;;;;;;;;;;
Stryker Corporation;SYK;NULL;NULL;NULL;31/12/2022;78,90638637;;;;;;;;;;;;
Stryker Corporation;SYK;NULL;NULL;NULL;31/12/2021;82,57189897;;;;;;;;;;;;
Stryker Corporation;SYK;NULL;NULL;NULL;31/12/2020;75,7088989;;;;;;;;;;;;
Stryker Corporation;SYK;NULL;NULL;NULL;31/12/2019;66,08106218;;;;;;;;;;;;
Stryker Corporation;SYK;NULL;NULL;NULL;31/12/2018;64,09948676;;;;;;;;;;;;
Synopsys, Inc.;SNPS.O;US8716071076;Prepackaged Software;7372;31/10/2022;62,36685396;;;;;;;;;;;;
Synopsys, Inc.;SNPS.O;NULL;NULL;NULL;31/10/2021;63,05219026;;;;;;;;;;;;
Synopsys, Inc.;SNPS.O;NULL;NULL;NULL;31/10/2020;71,68778594;;;;;;;;;;;;
Synopsys, Inc.;SNPS.O;NULL;NULL;NULL;31/10/2019;65,0910239;;;;;;;;;;;;
Synopsys, Inc.;SNPS.O;NULL;NULL;NULL;31/10/2018;61,7666767;;;;;;;;;;;;
Sysco Corporation;SYY;US8718291078;NULL;5141;01/07/2023;70,14507097;;;;;;;;;;;;
Sysco Corporation;SYY;NULL;NULL;NULL;02/07/2022;73,65567624;;;;;;;;;;;;
Sysco Corporation;SYY;NULL;NULL;NULL;03/07/2021;69,12755537;;;;;;;;;;;;
Sysco Corporation;SYY;NULL;NULL;NULL;27/06/2020;66,4870517;;;;;;;;;;;;
Sysco Corporation;SYY;NULL;NULL;NULL;29/06/2019;75,20783038;;;;;;;;;;;;
Sysco Corporation;SYY;NULL;NULL;NULL;30/06/2018;71,04451965;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;US8725901040;Radiotelephone Communications;4812;31/12/2023;57,19220718;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;NULL;NULL;NULL;31/12/2022;59,23716958;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;NULL;NULL;NULL;31/12/2021;59,19906986;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;NULL;NULL;NULL;31/12/2020;59,15421631;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;NULL;NULL;NULL;31/12/2019;41,12871423;;;;;;;;;;;;
T-Mobile US, Inc.;TMUS.O;NULL;NULL;NULL;31/12/2018;42,01786001;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;US8740541094;Prepackaged Software;7372;31/03/2023;46,09475207;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;NULL;NULL;NULL;31/03/2022;53,57873683;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;NULL;NULL;NULL;31/03/2021;38,85885342;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;NULL;NULL;NULL;31/03/2020;36,35443245;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;NULL;NULL;NULL;31/03/2019;35,83430755;;;;;;;;;;;;
Take-Two Interactive Software, Inc.;TTWO.O;NULL;NULL;NULL;31/03/2018;48,27097718;;;;;;;;;;;;
Tapestry, Inc.;TPR;US8760301072;NULL;3171;01/07/2023;71,54729639;;;;;;;;;;;;
Tapestry, Inc.;TPR;NULL;NULL;NULL;02/07/2022;74,85496947;;;;;;;;;;;;
Tapestry, Inc.;TPR;NULL;NULL;NULL;03/07/2021;59,34730168;;;;;;;;;;;;
Tapestry, Inc.;TPR;NULL;NULL;NULL;27/06/2020;68,23668504;;;;;;;;;;;;
Tapestry, Inc.;TPR;NULL;NULL;NULL;29/06/2019;71,23617653;;;;;;;;;;;;
Tapestry, Inc.;TPR;NULL;NULL;NULL;30/06/2018;63,11885888;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;US87612G1013;Natural Gas Transmission;4922;31/12/2023;61,28891282;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;NULL;NULL;NULL;31/12/2022;58,93403011;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;NULL;NULL;NULL;31/12/2021;55,2381169;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;NULL;NULL;NULL;31/12/2020;51,46712683;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;NULL;NULL;NULL;31/12/2019;51,45307971;;;;;;;;;;;;
Targa Resources Corp.;TRGP.K;NULL;NULL;NULL;31/12/2018;37,28117796;;;;;;;;;;;;
Target Corporation;TGT;US87612E1064;Variety Stores;5331;03/02/2024;85,27036555;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;28/01/2023;84,86093892;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;29/01/2022;84,44298751;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;30/01/2021;86,01894696;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;01/02/2020;81,58845937;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;02/02/2019;82,38579427;;;;;;;;;;;;
Target Corporation;TGT;NULL;NULL;NULL;03/02/2018;88,26015445;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;CH0102993182;Electronic Components, Not Elsewhere Classified;3679;29/09/2023;70,94574464;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;IE000IVNQZ81;NULL;NULL;30/09/2022;64,29742049;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;NULL;NULL;NULL;24/09/2021;74,47955229;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;NULL;NULL;NULL;25/09/2020;76,75071527;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;NULL;NULL;NULL;27/09/2019;74,97156016;;;;;;;;;;;;
TE Connectivity Ltd.;TEL;NULL;NULL;NULL;28/09/2018;67,44064385;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;US8793601050;Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments;3812;31/12/2023;36,57937606;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;NULL;NULL;NULL;01/01/2023;41,41912904;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;NULL;NULL;NULL;02/01/2022;41,69323532;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;NULL;NULL;NULL;03/01/2021;40,93983581;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;NULL;NULL;NULL;29/12/2019;38,61006703;;;;;;;;;;;;
Teledyne Technologies Incorporated;TDY;NULL;NULL;NULL;30/12/2018;41,42637128;;;;;;;;;;;;
Teleflex Incorporated;TFX;US8793691069;Surgical and Medical Instruments and Apparatus;3841;31/12/2023;66,66607976;;;;;;;;;;;;
Teleflex Incorporated;TFX;NULL;NULL;NULL;31/12/2022;70,39963998;;;;;;;;;;;;
Teleflex Incorporated;TFX;NULL;NULL;NULL;31/12/2021;64,73289347;;;;;;;;;;;;
Teleflex Incorporated;TFX;NULL;NULL;NULL;31/12/2020;63,80172084;;;;;;;;;;;;
Teleflex Incorporated;TFX;NULL;NULL;NULL;31/12/2019;62,26897765;;;;;;;;;;;;
Teleflex Incorporated;TFX;NULL;NULL;NULL;31/12/2018;63,49034308;;;;;;;;;;;;
Teradyne, Inc.;TER.O;US8807701029;Instruments For Measuring and Testing of Electricity and Electrical Signals;3825;31/12/2023;60,32775953;;;;;;;;;;;;
Teradyne, Inc.;TER.O;NULL;NULL;NULL;31/12/2022;63,6999168;;;;;;;;;;;;
Teradyne, Inc.;TER.O;NULL;NULL;NULL;31/12/2021;60,63740574;;;;;;;;;;;;
Teradyne, Inc.;TER.O;NULL;NULL;NULL;31/12/2020;44,18258881;;;;;;;;;;;;
Teradyne, Inc.;TER.O;NULL;NULL;NULL;31/12/2019;52,86262416;;;;;;;;;;;;
Teradyne, Inc.;TER.O;NULL;NULL;NULL;31/12/2018;51,09812434;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;US88160R1014;NULL;3711;31/12/2023;71,48077559;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;NULL;NULL;NULL;31/12/2022;69,47804804;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;NULL;NULL;NULL;31/12/2021;62,44491714;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;NULL;NULL;NULL;31/12/2020;62,14276824;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;NULL;NULL;NULL;31/12/2019;57,46027021;;;;;;;;;;;;
Tesla, Inc.;TSLA.O;NULL;NULL;NULL;31/12/2018;47,45793376;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;US8825081040;Semiconductors and Related Devices;3674;31/12/2023;59,16991382;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;NULL;NULL;NULL;31/12/2022;76,97493126;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;NULL;NULL;NULL;31/12/2021;79,14441219;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;NULL;NULL;NULL;31/12/2020;85,09092555;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;NULL;NULL;NULL;31/12/2019;90,46796198;;;;;;;;;;;;
Texas Instruments Incorporated;TXN.O;NULL;NULL;NULL;31/12/2018;84,30669855;;;;;;;;;;;;
Textron Inc.;TXT;US8832031012;NULL;3721;30/12/2023;67,49339681;;;;;;;;;;;;
Textron Inc.;TXT;NULL;NULL;NULL;31/12/2022;73,91908019;;;;;;;;;;;;
Textron Inc.;TXT;NULL;NULL;NULL;01/01/2022;77,2040197;;;;;;;;;;;;
Textron Inc.;TXT;NULL;NULL;NULL;02/01/2021;70,97389651;;;;;;;;;;;;
Textron Inc.;TXT;NULL;NULL;NULL;04/01/2020;71,51354434;;;;;;;;;;;;
Textron Inc.;TXT;NULL;NULL;NULL;29/12/2018;68,87943948;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;US8835561023;Measuring and Controlling Devices, Not Elsewhere Classified;3829;31/12/2023;79,67166372;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;NULL;NULL;NULL;31/12/2022;71,24861458;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;NULL;NULL;NULL;31/12/2021;74,16086111;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;NULL;NULL;NULL;31/12/2020;69,24032808;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;NULL;NULL;NULL;31/12/2019;70,7902227;;;;;;;;;;;;
Thermo Fisher Scientific Inc.;TMO;NULL;NULL;NULL;31/12/2018;71,77189781;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;US8725401090;Family Clothing Stores;5651;03/02/2024;69,55108914;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;28/01/2023;62,9866372;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;29/01/2022;61,98313279;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;30/01/2021;65,10808854;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;01/02/2020;62,83923024;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;02/02/2019;65,8724801;;;;;;;;;;;;
The TJX Companies, Inc.;TJX;NULL;NULL;NULL;03/02/2018;71,25989373;;;;;;;;;;;;
TKO Group Holdings, Inc. (WWE+UFC);TKO;US98156Q1085;NULL;7922;31/12/2022;14,57589203;;;;;;;;;;;;
TKO Group Holdings, Inc. (WWE+UFC);TKO;US87256C1018;NULL;NULL;31/12/2021;15,10901474;;;;;;;;;;;;
TKO Group Holdings, Inc. (WWE+UFC);TKO;NULL;NULL;NULL;31/12/2020;19,84743789;;;;;;;;;;;;
TKO Group Holdings, Inc. (WWE+UFC);TKO;NULL;NULL;NULL;31/12/2019;18,9941423;;;;;;;;;;;;
TKO Group Holdings, Inc. (WWE+UFC);TKO;NULL;NULL;NULL;31/12/2018;22,93286079;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;US8923561067;NULL;5191;30/12/2023;83,12529047;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;NULL;NULL;NULL;31/12/2022;78,98312839;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;NULL;NULL;NULL;25/12/2021;77,11965933;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;NULL;NULL;NULL;26/12/2020;73,88678702;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;NULL;NULL;NULL;28/12/2019;78,11354854;;;;;;;;;;;;
Tractor Supply Company;TSCO.O;NULL;NULL;NULL;29/12/2018;74,10822901;;;;;;;;;;;;
Trane Technologies plc;TT;IE00B6330302;Automatic Controls For Regulating Residential and Commercial Environments and Appliances;3822;31/12/2023;76,8878457;;;;;;;;;;;;
Trane Technologies plc;TT;IE00BK9ZQ967;NULL;NULL;31/12/2022;79,21367856;;;;;;;;;;;;
Trane Technologies plc;TT;NULL;NULL;NULL;31/12/2021;79,08204889;;;;;;;;;;;;
Trane Technologies plc;TT;NULL;NULL;NULL;31/12/2020;78,18623295;;;;;;;;;;;;
Trane Technologies plc;TT;NULL;NULL;NULL;31/12/2019;77,4950911;;;;;;;;;;;;
Trane Technologies plc;TT;NULL;NULL;NULL;31/12/2018;74,24683111;;;;;;;;;;;;
TransDigm Group Incorporated;TDG;US8936411003;Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified;3728;30/09/2023;43,48857945;;;;;;;;;;;;
TransDigm Group Incorporated;TDG;NULL;NULL;NULL;30/09/2022;46,93144635;;;;;;;;;;;;
